author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim
bgkiyo.05_24,2025年04月28日 11:05,,12小時,幹為什麼我哀居便利貼直接不見了,False,False,0,0,0,0,903,232,https://www.threads.net/@bgkiyo.05_24/post/DI-XqD7TY3s,2025年04月29日 07:07,,0,Ch,2025-04-29 07:07:53.288201+08:00,Tuesday,7,0,False,False
xiaozhi1018,2025年04月28日 18:46,,4小時,但是把伽菜子的提纲扒下来 都可以当爽剧模版了,False,False,3,0,0,0,132,284,https://www.threads.net/@xiaozhi1018/post/DI_Mcq7x79C,2025年04月29日 07:08,,0,Ch,2025-04-29 07:08:08.262579+08:00,Tuesday,7,0,False,False
kirrri_79,2025年04月28日 01:50,,21小時,不會尊重人的人能不能別追星😅,False,False,3,1,0,0,541,16,https://www.threads.net/@kirrri_79/post/DI9YL74y49k,2025年04月29日 07:08,😅,1,Ch,2025-04-29 07:08:23.853695+08:00,Tuesday,7,0,False,False
suguru03_,2025年04月28日 01:19,,21小時,唉，不懂得尊重偶像的人真的沒資格看演唱會。,False,False,4,0,0,0,231,342,https://www.threads.net/@suguru03_/post/DI9UjCSh4Ib,2025年04月29日 07:08,,0,Ch,2025-04-29 07:08:39.572333+08:00,Tuesday,7,0,False,False
ling._tzu,2025年04月28日 20:00,,3小時,雖然知道太多偶像產業的現實 但仍然還是很愛阿,False,False,4,0,0,0,245,202,https://www.threads.net/@ling._tzu/post/DI_U32pJWeI,2025年04月29日 07:08,,0,Ch,2025-04-29 07:08:55.295120+08:00,Tuesday,7,0,False,False
6by_ruby,2025年04月28日 00:54,,22小時,有些人真的是追星追到沒腦,False,False,0,0,0,0,61,11,https://www.threads.net/@6by_ruby/post/DI9RrtMzv4p,2025年04月29日 07:09,,0,Ch,2025-04-29 07:09:10.544791+08:00,Tuesday,7,0,False,False
rindlerandre,2025年04月28日 20:49,,2小時,我的生活方式就是追星，這就是我持續分享追星限動的原因。,False,False,1,0,0,0,176,38,https://www.threads.net/@rindlerandre/post/DI_ad5jyiss,2025年04月29日 07:09,,0,Ch,2025-04-29 07:09:25.482037+08:00,Tuesday,7,0,False,False
seiya_mira,2025年04月28日 16:24,,6小時,恭喜花蓮！！,False,False,1,0,0,0,26,4,https://www.threads.net/@seiya_mira/post/DI-8HwcSORK,2025年04月29日 07:09,,0,Ch,2025-04-29 07:09:40.289776+08:00,Tuesday,7,0,False,True
8.etthr_,2025年04月28日 03:56,,19小時,一看到我的國文考卷就想笑。,False,False,1,1,0,0,277,145,https://www.threads.net/@8.etthr_/post/DI9mkmDTkDp,2025年04月29日 07:09,,0,Ch,2025-04-29 07:09:55.182008+08:00,Tuesday,7,0,False,False
imnotwinter._,2025年04月28日 17:28,,5小時,@jmj_0311_快報上模考成績,False,False,6,14,0,0,3942,492,https://www.threads.net/@imnotwinter._/post/DI_DdQDTtK_,2025年04月29日 07:10,,0,empty_after_clean,2025-04-29 07:10:25.106621+08:00,Tuesday,7,0,False,False
solstice3.3,2025年04月28日 12:43,,10小時,这个软件很容易不小心左滑退出，有点影响我视奸了,False,False,10,0,0,0,1345,21,https://www.threads.net/@solstice3.3/post/DI-i287hbmv,2025年04月29日 07:10,,0,Ch,2025-04-29 07:10:40.166885+08:00,Tuesday,7,0,False,False
namingggggggg_,2025年04月27日 23:33,,23小時,我現在就是無情按讚機器人所有椅歸的文大爆讚,False,False,88,0,1,0,952,147,https://www.threads.net/@namingggggggg_/post/DI9Ibp8TrZe,2025年04月29日 07:10,,0,Ch,2025-04-29 07:10:55.160779+08:00,Tuesday,7,0,False,False
_.7nniy,2025年04月28日 02:09,追星人 追星人 追星人,21小時,真的沒有追星仔這麼晚睡嗎🥹🥹,False,False,13,8,0,0,358,21,https://www.threads.net/@_.7nniy/post/DI9aQwxSJxF,2025年04月29日 07:11,🥹🥹,2,Ch,2025-04-29 07:11:10.277116+08:00,Tuesday,7,0,False,False
yiting_wu927,2025年04月27日 23:48,,23小時,給啦!!!!! S11->S8->D7 水啦,False,False,0,0,0,0,396,37,https://www.threads.net/@yiting_wu927/post/DI9KI7JvBBU,2025年04月29日 07:11,,0,Ch,2025-04-29 07:11:30.780119+08:00,Tuesday,7,0,False,True
ze_.0113,2025年04月28日 17:59,,5小時,噢耶四模2A4+ 希望會考也能考這個成績👀👀,False,False,45,1,0,0,16000,25,https://www.threads.net/@ze_.0113/post/DI_HEBuyJqe,2025年04月29日 07:11,👀👀,2,Ch,2025-04-29 07:11:46.283724+08:00,Tuesday,7,1,False,False
kyungsukei._,2025年04月28日 00:57,,22小時,一切以奥恩和728韩国活动为重好吧,False,False,3,0,0,0,256,80,https://www.threads.net/@kyungsukei._/post/DI9SCwsSo4I,2025年04月29日 07:12,,0,Ch,2025-04-29 07:12:01.557057+08:00,Tuesday,7,0,False,False
snowpeach.12,2025年04月28日 15:36,,7小時,買農心會員是我今年做最對的事 孫施尤你就是南韓最美的花！,False,False,0,0,0,0,22,1,https://www.threads.net/@snowpeach.12/post/DI-2q9wR01C,2025年04月29日 07:12,,0,Ch,2025-04-29 07:12:17.239867+08:00,Tuesday,7,0,False,True
oaoa.5525,2025年04月28日 15:27,,7小時,我们内地气氛好得不得了诶,False,False,20,2,0,1,640,3,https://www.threads.net/@oaoa.5525/post/DI-1m-SzPge,2025年04月29日 07:12,,0,Ch,2025-04-29 07:12:32.739907+08:00,Tuesday,7,0,False,False
yumerin404,2025年04月28日 14:03,,9小時,媽的，父母看到偶像團體就是動漫動漫，媽的有夠可悲,False,False,2,1,0,0,571,485,https://www.threads.net/@yumerin404/post/DI-sFNsh9DZ,2025年04月29日 07:12,,0,Ch,2025-04-29 07:12:48.252776+08:00,Tuesday,7,0,False,False
syy._.__,2025年04月28日 08:31,,14小時,話是你們在說錢是我們在花，站著說話不腰疼唄，有種你們就自己去演唱會現場舉燈牌，少在那邊審判別人粉籍，愛舉什麼舉什麼,False,False,1,0,0,0,265,13,https://www.threads.net/@syy._.__/post/DI-GAcZTYCD,2025年04月29日 07:13,,0,Ch,2025-04-29 07:13:03.640246+08:00,Tuesday,7,0,False,False
mniscls,2025年04月28日 15:44,,7小時,直接取消不用看不就皆大歡喜了,False,False,1,0,0,0,439,53,https://www.threads.net/@mniscls/post/DI-3iCvhEE_,2025年04月29日 07:13,,0,Ch,2025-04-29 07:13:19.233414+08:00,Tuesday,7,0,False,False
_jinnnnii_,2025年04月28日 04:58,,18小時,不是很想看演唱會 這一年受夠了.,False,False,8,0,0,0,534,466,https://www.threads.net/@_jinnnnii_/post/DI9tnxgT9rn,2025年04月29日 07:13,,0,Ch,2025-04-29 07:13:34.786665+08:00,Tuesday,7,0,False,False
jrexile_lover,2025年04月28日 12:28,THE RAMPAGE LIVE TOUR 2025,10小時,買到了！大家加油、不要放棄！ 因為10分鐘沒付錢就會釋出位子了～ 16,False,False,16,0,0,0,635,49,https://www.threads.net/@jrexile_lover/post/DI-hMPZJfK6,2025年04月29日 07:13,,0,Ch,2025-04-29 07:13:50.345880+08:00,Tuesday,7,0,False,True
balamobai,2025年04月28日 07:45,,15小時,可以麻煩只要用到假日的大型考試隔天就補假嗎,False,False,0,0,0,0,129,61,https://www.threads.net/@balamobai/post/DI-AwfeSeDs,2025年04月29日 07:14,,0,Ch,2025-04-29 07:14:06.126723+08:00,Tuesday,7,0,False,False
_yujin_03.20,2025年04月28日 19:03,,4小時,有六首歌 讓我猶豫了🥹,False,False,0,0,0,0,222,80,https://www.threads.net/@_yujin_03.20/post/DI_OWm_pJav,2025年04月29日 07:14,🥹,1,Ch,2025-04-29 07:14:21.801411+08:00,Tuesday,7,0,False,False
lucasbiubiubiubiu,2025年04月28日 11:27,,11小時,京东外卖真的是一次都没准时过，不是早半个小时就是晚半个小时😡,False,False,0,0,0,0,130,124,https://www.threads.net/@lucasbiubiubiubiu/post/DI-aKJZzWbE,2025年04月29日 07:14,😡,1,Ch,2025-04-29 07:14:37.311967+08:00,Tuesday,7,0,False,False
cqgfxgfsthlhgzbrz1010,2025年04月28日 20:01,,3小時,日本的帅哥80%都在电视上了,False,False,0,0,0,0,223,69,https://www.threads.net/@cqgfxgfsthlhgzbrz1010/post/DI_U-vrhWPK,2025年04月29日 07:14,,0,Ch,2025-04-29 07:14:52.754426+08:00,Tuesday,7,0,False,False
kingfish1231,2025年04月28日 12:48,,10小時,跪求各位美女帥哥獻出你們多慧的桌布😭,False,False,2,0,0,0,1239,419,https://www.threads.net/@kingfish1231/post/DI-jbeJhGJB,2025年04月29日 07:15,😭,1,Ch,2025-04-29 07:15:08.163973+08:00,Tuesday,7,0,False,False
54special,2025年04月28日 18:20,,4小時,還以為進步了，轉頭就看到演藝圈用劣跡藝人...,False,False,2,0,0,0,1304,198,https://www.threads.net/@54special/post/DI_JYzLTPBl,2025年04月29日 07:15,,0,Ch,2025-04-29 07:15:23.483596+08:00,Tuesday,7,0,False,False
eaceeaceeace,2025年04月28日 22:05,,1小時,西班牙的懸疑電影怎麼都那麼頂,False,False,0,0,0,0,958,29,https://www.threads.net/@eaceeaceeace/post/DI_jK6XyGNw,2025年04月29日 07:15,,0,Ch,2025-04-29 07:15:38.909786+08:00,Tuesday,7,0,False,False
kesne_0502,2025年04月28日 22:03,,1小時,模考英文爆一個 💥💥,False,False,1,0,0,0,226,73,https://www.threads.net/@kesne_0502/post/DI_i8QyzPCM,2025年04月29日 07:15,💥💥,2,Ch,2025-04-29 07:15:54.227397+08:00,Tuesday,7,0,False,False
na.__.hoo,2025年04月28日 22:03,,1小時,停電、大丈夫かしら,False,False,0,0,0,0,554,9,https://www.threads.net/@na.__.hoo/post/DI_i-MvyXgX,2025年04月29日 07:16,,0,Ch,2025-04-29 07:16:10.154615+08:00,Tuesday,7,0,False,False
twidtidt,2025年04月28日 21:52,,1小時,成長就是開始自己繳稅、繳保險、繳手機費、繳卡費、繳停車費。,False,False,21,1,0,1,5456,859,https://www.threads.net/@twidtidt/post/DI_hv_thFXp,2025年04月29日 07:16,,0,Ch,2025-04-29 07:16:25.561782+08:00,Tuesday,7,0,False,False
ariellll2418,2025年04月28日 22:27,母親節,48分鐘,COACH官網搶瘋了！ 包包只要2折！！ 這款可手提可肩背 原價19800！！ 今天折扣後不用5340元😍 報稅要繳很多錢 還是要準備母親節禮物啊～,False,False,6,1,0,2,10000,66,https://www.threads.net/@ariellll2418/post/DI_lusvMjNB,2025年04月29日 07:16,😍,1,Ch,2025-04-29 07:16:41.369550+08:00,Tuesday,7,1,False,True
haru_ka_4y,2025年04月28日 22:31,,44分鐘,要研究點去日本場先得了🥲 好想見到金碩珍呀！！！,False,False,1,0,0,0,381,31,https://www.threads.net/@haru_ka_4y/post/DI_mMttvVeJ,2025年04月29日 07:16,🥲,1,Ch,2025-04-29 07:16:56.659823+08:00,Tuesday,7,0,False,True
cuber_chang98,2025年04月28日 21:18,,1小時,四模出來不滿意的話，會考出來會滿意喔!💪,False,False,472,6,31,9,8048,88,https://www.threads.net/@cuber_chang98/post/DI_dzphTS3z,2025年04月29日 07:17,💪,1,Ch,2025-04-29 07:17:12.216241+08:00,Tuesday,7,0,False,True
9_qq5._.22,2025年04月28日 21:28,,1小時,就是說呢🙂為什麼學校還要再自己辦模模考😇 1天考完所有科目😇😇我的會謝,False,False,0,0,0,0,354,5,https://www.threads.net/@9_qq5._.22/post/DI_e8jiSYha,2025年04月29日 07:17,🙂😇😇😇,4,Ch,2025-04-29 07:17:27.530856+08:00,Tuesday,7,0,False,False
ynou5114,2025年04月28日 21:32,,1小時,搞什麼鬼 只有我登不進去嗎 模考根本看不了啊,False,False,0,0,0,0,223,60,https://www.threads.net/@ynou5114/post/DI_fXGzPnuI,2025年04月29日 07:17,,0,Ch,2025-04-29 07:17:43.320484+08:00,Tuesday,7,0,False,False
duoduo2755,2025年04月28日 22:17,,1小時,明天早餐：星巴克草莓芝心爆珠星冰乐💯 想想都觉得好笑,False,False,0,0,0,0,318,3,https://www.threads.net/@duoduo2755/post/DI_kgYAvckf,2025年04月29日 07:17,💯,1,Ch,2025-04-29 07:17:58.669873+08:00,Tuesday,7,0,False,False
_whaup_,2025年04月28日 21:59,,1小時,話變少=模考在追我(;´༎ຶД༎ຶ`),False,False,7,1,0,0,257,493,https://www.threads.net/@_whaup_/post/DI_ig0wPFlt,2025年04月29日 07:18,,0,Ch,2025-04-29 07:18:14.008607+08:00,Tuesday,7,0,False,False
mian_yu_,2025年04月28日 21:53,統測設計群,1小時,統測設計群成績預估 國文74（作文估16） 英文72 數學64（大爆死） 專一92 專二估35~40+40~50 大概72上下 真的沒有關係模考都考假的，類群83跟騙人的一樣 有沒有雲科都不知道了😶‍🌫️完全沒概念QQ,False,False,16,0,0,1,1671,57,https://www.threads.net/@mian_yu_/post/DI_h3URJM2x,2025年04月29日 07:18,😶🌫,2,Ch,2025-04-29 07:18:30.183316+08:00,Tuesday,7,0,False,False
ruk1e_5,2025年04月28日 20:41,,2小時,這次搶票搶的我心臟病都要有了^^下次如果再是kktix，我一定等開售過2小時再去買。媽的我整個 很生氣哦,False,False,13,0,0,1,1138,278,https://www.threads.net/@ruk1e_5/post/DI_Zn9zzZQx,2025年04月29日 07:18,,0,Ch,2025-04-29 07:18:45.580351+08:00,Tuesday,7,0,False,False
sssshu_47516,2025年04月28日 21:27,康軒四模,1小時,好我破防了 為什麼最後一步只是加法錯 其他證明什麼的都對結果兩分都被扣掉🫠,False,False,0,0,0,0,238,24,https://www.threads.net/@sssshu_47516/post/DI_ezjGvLEt,2025年04月29日 07:19,🫠,1,Ch,2025-04-29 07:19:00.939606+08:00,Tuesday,7,0,False,False
xinyuuu_0131,2025年04月28日 21:29,,1小時,自從夏以晝看到多O多滋出香菜口味之後就拒買了,False,False,1,0,0,0,390,22,https://www.threads.net/@xinyuuu_0131/post/DI_fHMpzMKK,2025年04月29日 07:19,,0,Ch,2025-04-29 07:19:16.249380+08:00,Tuesday,7,0,False,False
7iaoyi_,2025年04月28日 20:10,,3小時,四模算有進步吧 兩科A++ 但好幾科都是卡在那區間最低的分數,False,False,13,0,0,0,1971,3,https://www.threads.net/@7iaoyi_/post/DI_WB5kSgKq,2025年04月29日 07:19,,0,Ch,2025-04-29 07:19:31.555281+08:00,Tuesday,7,0,False,False
wmmahbl,2025年04月28日 20:05,,3小時,對了，我今天可是特地請半天假在家搶票的， 但現在售票系統還買的到VIP~不用搶喔~~~~~,False,False,9,0,0,3,755,9,https://www.threads.net/@wmmahbl/post/DI_VeIMzxVb,2025年04月29日 07:19,,0,Ch,2025-04-29 07:19:52.039809+08:00,Tuesday,7,0,False,False
dande_lion54,2025年04月28日 21:45,SEVENTEEN,1小時,#收 #SVT正規五輯 GV專（含應募特典及wvs特典） 希望滿 4 set特典可以成套🙌🏻 預計收 8 set👌🏻幫朋友一起收🙏🏻,False,False,0,0,0,0,577,0,https://www.threads.net/@dande_lion54/post/DI_g7k8B1sD,2025年04月29日 07:20,🙌🏻👌🏻🙏🏻,6,Ch,2025-04-29 07:20:07.418052+08:00,Tuesday,7,0,False,False
hannie4120,2025年04月28日 16:03,,7小時,我也是有票的人了！！！ 謝謝各路大神友人幫忙🙇🏻‍♀️,False,False,19,1,0,0,451,177,https://www.threads.net/@hannie4120/post/DI-5yYnBkOR,2025年04月29日 07:20,🙇🏻♀,3,Ch,2025-04-29 07:20:22.989228+08:00,Tuesday,7,0,False,True
vickyhk_rmpg,2025年04月28日 15:32,,7小時,終於有點實感可以9月前看他們 7月前還有兩次機會但要等當落🙂,False,False,8,0,0,0,622,99,https://www.threads.net/@vickyhk_rmpg/post/DI-2MqfBQgN,2025年04月29日 07:20,🙂,1,Ch,2025-04-29 07:20:38.483283+08:00,Tuesday,7,0,False,False
kudoal,2025年04月28日 16:53,,6小時,感謝善良的露內感謝世界😭🙏🏻🙏🏻,False,False,10,0,0,0,1223,82,https://www.threads.net/@kudoal/post/DI-_f44y6dJ,2025年04月29日 07:21,😭🙏🏻🙏🏻,5,Ch,2025-04-29 07:21:08.809890+08:00,Tuesday,7,0,False,False
uuszy._,2025年04月28日 21:54,四模,1小時,地理別再背刺了😊,False,False,3,0,0,0,434,15,https://www.threads.net/@uuszy._/post/DI_h78OyTwR,2025年04月29日 07:21,😊,1,Ch,2025-04-29 07:21:24.002719+08:00,Tuesday,7,0,False,False
jujubolsai,2025年04月28日 15:42,,7小時,Kktix 呢啲唧牙膏式售票方法幾時先喺呢個世界上消失,False,False,5,1,0,0,669,82,https://www.threads.net/@jujubolsai/post/DI-3ZnkPV-K,2025年04月29日 07:21,,0,Ch,2025-04-29 07:21:39.204622+08:00,Tuesday,7,0,False,False
oranju_7ing,2025年04月28日 21:34,,1小時,求恩聽B區票2～3張😭🥹🍀,False,False,3,0,1,0,384,140,https://www.threads.net/@oranju_7ing/post/DI_fpfdyL9k,2025年04月29日 07:21,😭🥹🍀,3,Ch,2025-04-29 07:21:54.595426+08:00,Tuesday,7,0,False,False
nini11575sn,2025年04月28日 19:53,,3小時,在追星上真的遇到太多好人了😭😭😭 9,False,False,9,0,0,0,229,151,https://www.threads.net/@nini11575sn/post/DI_UIMPP6AX,2025年04月29日 07:22,😭😭😭,3,Ch,2025-04-29 07:22:09.805227+08:00,Tuesday,7,0,False,False
moon_weno_,2025年04月28日 19:09,,4小時,有人知道vip一排大約可以站幾人嗎🥺,False,False,14,0,1,1,1103,130,https://www.threads.net/@moon_weno_/post/DI_PFBKTRXC,2025年04月29日 07:22,🥺,1,Ch,2025-04-29 07:22:24.878959+08:00,Tuesday,7,0,False,False
gracewti,2025年04月28日 22:39,,42分鐘,好的，今年一樣要繳稅 👌,False,False,0,0,0,0,6754,18,https://www.threads.net/@gracewti/post/DI_nFtSTO6m,2025年04月29日 07:22,👌,1,Ch,2025-04-29 07:22:40.178194+08:00,Tuesday,7,0,False,False
jujubolsai,2025年04月28日 17:34,,5小時,想問大家去台北場係咪即日來回😂,False,False,1,0,0,0,310,82,https://www.threads.net/@jujubolsai/post/DI_EJxFPxqR,2025年04月29日 07:22,😂,1,Ch,2025-04-29 07:22:55.408427+08:00,Tuesday,7,0,False,False
dreamy_garnet,2025年04月28日 17:41,,5小時,就是因為會員只能一筆訂單害得大家有票就買 這波操作 絕,False,False,2,0,0,0,656,147,https://www.threads.net/@dreamy_garnet/post/DI_FBeXPFuy,2025年04月29日 07:23,,0,Ch,2025-04-29 07:23:10.932985+08:00,Tuesday,7,0,False,False
sumshunchan,2025年04月28日 21:04,,2小時,西班牙和葡萄牙部分地區大停電 地鐵通訊金融服務大亂,False,False,15,0,0,0,16000,230,https://www.threads.net/@sumshunchan/post/DI_cNnjxind,2025年04月29日 07:23,,0,Ch,2025-04-29 07:23:26.137282+08:00,Tuesday,7,1,False,False
mbti_jsdg,2025年04月28日 00:13,,23小時,我真的不想再看你們vip的牽手影片了 羨慕了 10,False,False,10,0,0,0,428,1,https://www.threads.net/@mbti_jsdg/post/DI9M_kvS_qO,2025年04月29日 07:23,,0,Ch,2025-04-29 07:23:41.477109+08:00,Tuesday,7,0,False,False
crypto_larry_0927,2025年04月28日 21:22,,2小時,脆上大家分享的都是是退稅額 啊我的怎麼只有納稅額,False,False,3,0,0,1,1387,817,https://www.threads.net/@crypto_larry_0927/post/DI_eN1mTdv5,2025年04月29日 07:23,,0,Ch,2025-04-29 07:23:56.796800+08:00,Tuesday,7,0,False,False
koes22me,2025年04月28日 18:50,,4小時,明天買泡泡介面應該不會當掉ㄅ⋯⋯,False,False,2,0,0,0,186,7,https://www.threads.net/@koes22me/post/DI_M3JdSj_7,2025年04月29日 07:24,,0,Ch,2025-04-29 07:24:12.224809+08:00,Tuesday,7,0,False,False
worldwidehandsome_ismyhusband,2025年04月28日 20:32,,2小時,幹不行了越想越覺得男偶像要還我錢都賣不掉超可悲,False,False,2,3,0,0,213,59,https://www.threads.net/@worldwidehandsome_ismyhusband/post/DI_Yf5cyN8m,2025年04月29日 07:24,,0,Ch,2025-04-29 07:24:27.624713+08:00,Tuesday,7,0,False,False
kickflip_said,2025年04月28日 18:47,,4小時,我現在看到大家買到票還有互報說VIP區還有票的串文就是一直在破防 辦在期末考前一週我真的要哭出來,False,False,0,0,0,0,154,34,https://www.threads.net/@kickflip_said/post/DI_MhJDx2g3,2025年04月29日 07:24,,0,Ch,2025-04-29 07:24:48.150110+08:00,Tuesday,7,0,False,False
__mi_achool,2025年04月28日 17:58,,5小時,收到vip 了 原價讓一張 A2 2XX,False,False,1,1,0,0,487,130,https://www.threads.net/@__mi_achool/post/DI_G7Bey1E5,2025年04月29日 07:25,,0,Ch,2025-04-29 07:25:02.893557+08:00,Tuesday,7,0,False,False
orli_clone,2025年04月28日 21:35,,1小時,K-wonder DAY6有可能唱到4首嗎…,False,False,0,0,0,0,361,9,https://www.threads.net/@orli_clone/post/DI_fyysPUoU,2025年04月29日 07:25,,0,Ch,2025-04-29 07:25:33.484224+08:00,Tuesday,7,0,False,False
ice.lw_,2025年04月28日 11:13,,12小時,發瘋⋯我真的焦慮到吐今天明天都不是我自己搶 都是拜託別人幫忙搶的 結果今天沒搶到 我開始擔心了已經。,False,False,5,0,0,0,440,83,https://www.threads.net/@ice.lw_/post/DI-YjAjyQdr,2025年04月29日 07:25,,0,Ch,2025-04-29 07:25:48.916043+08:00,Tuesday,7,0,False,False
jlight66,2025年04月28日 19:19,,4小時,繳稅月份就是底層勞工被剝削的月份，不說了，先來包地瓜球,False,False,6,2,0,0,863,968,https://www.threads.net/@jlight66/post/DI_QNa5hS-J,2025年04月29日 07:26,,0,Ch,2025-04-29 07:26:04.240015+08:00,Tuesday,7,0,False,False
deeepdeer,2025年04月28日 14:36,,8小時,講排數就算了不要直接公開報位置號碼啊啊啊 很危險的……大家…保護好自己安全 特別這次還實名制🫨🫨🫨🫨,False,False,21,0,0,0,1535,19,https://www.threads.net/@deeepdeer/post/DI-vy_eSvTh,2025年04月29日 07:26,🫨🫨🫨🫨,4,Ch,2025-04-29 07:26:19.303144+08:00,Tuesday,7,0,False,False
good_moguring,2025年04月28日 18:59,,4小時,我覺得我屋企人知道我自己一個去大陸追星呢件事會嚴重過知道我自己一個去韓國日本泰國台灣追星😅所以我會缺席,False,False,7,0,0,0,382,32,https://www.threads.net/@good_moguring/post/DI_N6PTy9nL,2025年04月29日 07:26,😅,1,Ch,2025-04-29 07:26:43.100353+08:00,Tuesday,7,0,False,False
yuu_ki_05,2025年04月28日 15:50,,7小時,感謝妹妹在我上班無法搶票時 幫我買到&TEAM演唱會門票～,False,False,4,0,0,0,2492,67,https://www.threads.net/@yuu_ki_05/post/DI-4Rs4SHhy,2025年04月29日 07:26,,0,Ch,2025-04-29 07:26:58.277799+08:00,Tuesday,7,0,False,False
cyj_0130,2025年04月28日 11:22,,12小時,找了卡還是沒搶到票⋯,False,False,0,0,0,0,541,428,https://www.threads.net/@cyj_0130/post/DI-ZmFYPnuC,2025年04月29日 07:27,,0,Ch,2025-04-29 07:27:13.374392+08:00,Tuesday,7,0,False,False
1010_yu_,2025年04月28日 13:15,,10小時,想當ASND的提款機了！ 什麼時後出個東西給我買🥲🥲🥲,False,False,10,0,0,0,1310,217,https://www.threads.net/@1010_yu_/post/DI-mfv-JhJW,2025年04月29日 07:27,🥲🥲🥲,3,Ch,2025-04-29 07:27:28.734668+08:00,Tuesday,7,0,False,True
renren_950624,2025年04月28日 15:52,,7小時,沒看到NMIXX站在大巨蛋我很難過 但又想到有很多人為她們應援跟支持我就很開心了 反正能見到她們的機會一直都很多 不影響我愛她們,False,False,8,0,0,0,716,304,https://www.threads.net/@renren_950624/post/DI-4dJTyVKg,2025年04月29日 07:27,,0,Ch,2025-04-29 07:27:43.835544+08:00,Tuesday,7,0,False,False
mmm_uaaa,2025年04月28日 15:41,,7小時,欸不是，票超級難搶的啊！！ 不到一分鐘VIP兩區就沒有了？,False,False,1,1,0,0,603,0,https://www.threads.net/@mmm_uaaa/post/DI-3MBqTzbt,2025年04月29日 07:27,,0,Ch,2025-04-29 07:27:58.912125+08:00,Tuesday,7,0,True,True
carmy_724,2025年04月28日 03:14,,20小時,屌 唔記得整個passport stamp 0人記得,False,False,2,0,0,0,625,75,https://www.threads.net/@carmy_724/post/DI9hzkTzFf3,2025年04月29日 07:28,,0,Ch,2025-04-29 07:28:13.994378+08:00,Tuesday,7,0,False,False
murasaki_kizuna,2025年04月28日 12:02,,11小時,點進去就開始轉然後沒票 救命啊,False,False,4,0,0,0,663,28,https://www.threads.net/@murasaki_kizuna/post/DI-eNydz5ot,2025年04月29日 07:28,,0,Ch,2025-04-29 07:28:33.362964+08:00,Tuesday,7,0,False,False
yyyyttttt738,2025年04月28日 18:15,,5小時,明天賴子開泡泡,False,False,6,2,0,0,911,221,https://www.threads.net/@yyyyttttt738/post/DI_I5NMzKHa,2025年04月29日 07:28,,0,Ch,2025-04-29 07:28:59.515960+08:00,Tuesday,7,0,False,False
8neig_e,2025年04月28日 21:14,長榮航空,2小時,現在長榮的30分鐘免費網路還可以卡bug重複用嗎,False,False,0,0,0,0,3007,46,https://www.threads.net/@8neig_e/post/DI_dT_6BoGp,2025年04月29日 07:29,,0,Ch,2025-04-29 07:29:14.907690+08:00,Tuesday,7,0,False,False
kusumiapa04,2025年04月28日 02:43,,20小時,韩国人真的好喜欢玩股，十个里面得有五六个有股票账户。,False,False,0,0,0,0,323,36,https://www.threads.net/@kusumiapa04/post/DI9eKjTBDGO,2025年04月29日 07:29,,0,Ch,2025-04-29 07:29:30.094720+08:00,Tuesday,7,0,False,False
yg.chicken,2025年04月28日 01:35,,21小時,滑到貼文才發現原來有工作人員不幫忙整隊的問題... 幸好vip a2的工作人員很熱心地幫我問別人號碼還拉開紅龍把我塞進去，不然我這個拖延症末期的大社恐可能會看著排隊人龍不知所措🥲 星期六真的好幸運好幸福，我跟桃園和解了,False,False,1,0,0,0,566,231,https://www.threads.net/@yg.chicken/post/DI9WcuHSpW1,2025年04月29日 07:29,🥲,1,Ch,2025-04-29 07:29:45.227901+08:00,Tuesday,7,0,False,False
orangefishber,2025年04月28日 09:48,,13小時,睽違許久再合體辦演唱會 對大家都是很珍貴的 如何讓這份珍貴的心意不被中間的其他人利用 我覺得非常難(希望大家都做個人啊⋯),False,False,7,0,0,0,294,14,https://www.threads.net/@orangefishber/post/DI-O2S1S64b,2025年04月29日 07:30,,0,Ch,2025-04-29 07:30:00.422236+08:00,Tuesday,7,0,False,False
ddandollar_247,2025年04月28日 15:39,,7小時,趕快sem break好嗎 快點讓我滾回韓國去好嗎,False,False,5,0,0,0,486,367,https://www.threads.net/@ddandollar_247/post/DI-2_KxB7I7,2025年04月29日 07:30,,0,Ch,2025-04-29 07:30:15.672930+08:00,Tuesday,7,0,False,False
ooaa_0101,2025年04月28日 20:03,,3小時,🆘 我家的雨傘被我拿去林口體育館然後我忘記帶回來了,False,False,0,0,0,0,302,9,https://www.threads.net/@ooaa_0101/post/DI_VODSyA-R,2025年04月29日 07:30,🆘,1,Ch,2025-04-29 07:30:30.918548+08:00,Tuesday,7,0,False,False
wish.for_ushi,2025年04月28日 09:47,,13小時,幹我突然發現嗶哩嗶哩上面那個恐怖特輯的中字好像被下架了。 我還沒二刷啊嗚嗚嗚嗚嗚,False,False,0,0,0,0,541,328,https://www.threads.net/@wish.for_ushi/post/DI-OuWZSypN,2025年04月29日 07:30,,0,Ch,2025-04-29 07:30:46.066860+08:00,Tuesday,7,0,False,False
